,Product ID,Category,Sub-Category,Product Name,Unit Price
2809,OFF-AR-10002094,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",29.22
2810,OFF-AP-10002128,Office Supplies,Appliances,"Breville Toaster, White",74.85
2812,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",52.71
2813,OFF-PA-10002539,Office Supplies,Paper,"SanDisk Cards & Envelopes, Multicolor",33.22
2814,FUR-FU-10004579,Furniture,Furnishings,"Deflect-O Door Stop, Duo Pack",44.01
2816,FUR-FU-10002659,Furniture,Furnishings,"Tenex Door Stop, Erganomic",28.34
2817,OFF-AR-10003466,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",16.86
2818,TEC-MOT-10004111,Technology,Phones,"Motorola Office Telephone, with Caller ID",71.76
2819,OFF-BI-10003372,Office Supplies,Binders,"Ibico Binding Machine, Durable",35.28
2820,OFF-BOS-10001511,Office Supplies,Art,"Boston Canvas, Fluorescent",54.9
2822,OFF-EN-10001538,Office Supplies,Envelopes,"Jiffy Peel and Seal, Recycled",12.54
2823,FUR-DEF-10002814,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic",23.91
2824,OFF-LA-10000869,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",10.74
2825,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,6.84
2826,OFF-AR-10001043,Office Supplies,Art,"BIC Pens, Blue",14.28
2828,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9
2830,OFF-LA-10001294,Office Supplies,Labels,"Avery Shipping Labels, Adjustable",6.5
2831,OFF-AR-10002783,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",25.05
2832,OFF-AP-10000005,Office Supplies,Appliances,"KitchenAid Microwave, Red",310.32
2834,TEC-MA-10004414,Technology,Machines,"Okidata Phone, Red",84.0
2835,FUR-BO-10004947,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",150.33
2836,FUR-FU-10001657,Furniture,Furnishings,"Deflect-O Frame, Erganomic",72.44
2837,FUR-CH-10004863,Furniture,Chairs,"SAFCO Swivel Stool, Black",165.51
2838,OFF-PA-10003744,Office Supplies,Paper,"Green Bar Parchment Paper, Multicolor",18.09
2839,TEC-EPS-10004111,Technology,Machines,"Epson Inkjet, Wireless",308.34
2840,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",98.31
2841,TEC-EPS-10002523,Technology,Machines,"Epson Card Printer, White",168.36
2842,TEC-BEL-10002678,Technology,Accessories,"Belkin Memory Card, Erganomic",112.62
2843,OFF-FA-10001375,Office Supplies,Fasteners,"Accos Clamps, 12 Pack",18.81
2844,OFF-ST-10004019,Office Supplies,Storage,"Rogers Folders, Single Width",30.72
2845,OFF-ST-10004191,Office Supplies,Storage,"Tenex Lockers, Blue",204.15
2846,OFF-SU-10001066,Office Supplies,Supplies,"Acme Letter Opener, Steel",29.61
2848,OFF-BI-10000006,Office Supplies,Binders,"Ibico Binder, Durable",16.98
2849,TEC-PH-10004048,Technology,Phones,"Apple Audio Dock, Full Size",112.12
2850,TEC-HEW-10004522,Technology,Copiers,"Hewlett Copy Machine, Color",265.11
2852,OFF-EN-10003455,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",27.0
2853,OFF-BI-10003277,Office Supplies,Binders,"Ibico Binder Covers, Durable",15.15
2856,OFF-FEL-10004974,Office Supplies,Storage,"Fellowes Folders, Industrial",26.88
2857,TEC-PH-10002759,Technology,Phones,"Cisco Smart Phone, Cordless",651.48
2858,TEC-APP-10002966,Technology,Phones,"Apple Smart Phone, Full Size",637.5
2859,FUR-CH-10003485,Furniture,Chairs,"Hon Swivel Stool, Set of Two",110.6
2860,TEC-PH-10001557,Technology,Phones,"Apple Speaker Phone, VoIP",123.39
2861,TEC-AC-10003469,Technology,Accessories,"SanDisk Router, USB",256.56
2862,OFF-SU-10004980,Office Supplies,Supplies,"Acme Trimmer, Steel",43.98
2863,OFF-AP-10002229,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Red",70.47
2864,OFF-ST-10002343,Office Supplies,Storage,"Smead Trays, Blue",32.32
2865,TEC-NOK-10004278,Technology,Phones,"Nokia Signal Booster, Full Size",137.79
2868,TEC-MEM-10000649,Technology,Accessories,"Memorex Numeric Keypad, Bluetooth",45.42
2869,OFF-LA-10003379,Office Supplies,Labels,"Smead Color Coded Labels, Laser Printer Compatible",13.05
2870,OFF-GRE-10002561,Office Supplies,Paper,"Green Bar Message Books, Premium",23.79
2872,OFF-ACC-10001028,Office Supplies,Fasteners,"Accos Push Pins, Metal",14.64
2873,OFF-AR-10003794,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",19.48
2874,OFF-JIF-10000165,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled",14.76
2877,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,371.76
2878,OFF-AR-10003629,Office Supplies,Art,"Boston Canvas, Water Color",56.82
2879,TEC-PH-10000822,Technology,Phones,"Apple Speaker Phone, Full Size",124.59
2880,TEC-SAM-10000779,Technology,Phones,"Samsung Signal Booster, Cordless",139.44
2881,FUR-CH-10003580,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",59.19
2882,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",50.98
2884,FUR-FU-10002655,Furniture,Furnishings,"Deflect-O Door Stop, Black",43.95
2885,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,20.48
2887,OFF-CUI-10003670,Office Supplies,Appliances,"Cuisinart Toaster, White",51.6
2888,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,3.88
2889,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,4.82
2890,TEC-MEM-10002202,Technology,Accessories,"Memorex Router, USB",246.42
2891,OFF-AP-10000873,Office Supplies,Appliances,"Hamilton Beach Microwave, Red",188.34
2892,TEC-MA-10001311,Technology,Machines,"Epson Printer, Wireless",262.62
2893,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",36.55
2895,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99
2899,OFF-LA-10001618,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",8.76
2900,TEC-CO-10001818,Technology,Copiers,"Brother Ink, Digital",97.96
2902,FUR-TEN-10000986,Furniture,Furnishings,"Tenex Frame, Duo Pack",110.04
2903,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,169.99
2905,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,8.37
2906,FUR-FU-10001765,Furniture,Furnishings,"Eldon Clock, Durable",35.7
2911,OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled",11.43
2913,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64
2914,OFF-PA-10000127,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",18.12
2915,OFF-ST-10003990,Office Supplies,Storage,"Smead Folders, Single Width",17.52
2917,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",30.44
2918,OFF-AR-10000082,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",17.96
2919,OFF-LA-10000448,Office Supplies,Labels,"Hon File Folder Labels, Alphabetical",5.64
2920,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,11.98
2922,OFF-AP-10000407,Office Supplies,Appliances,"KitchenAid Refrigerator, Silver",352.46
2923,FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",362.4
2924,TEC-PH-10000412,Technology,Phones,"Cisco Office Telephone, Full Size",81.75
2925,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,93.99
2926,OFF-ST-10001478,Office Supplies,Storage,"Tenex File Cart, Single Width",134.16
2927,OFF-AP-10003182,Office Supplies,Appliances,"Breville Toaster, Silver",77.46
2929,FUR-BO-10000269,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",82.74
2931,FUR-CH-10003341,Furniture,Chairs,"Office Star Chairmat, Red",65.82
2933,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,187.98
2934,OFF-EN-10002671,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, with clear poly window",51.36
2935,FUR-CH-10000996,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Black",63.64
2936,TEC-AC-10004743,Technology,Accessories,"Logitech Router, USB",165.02
2937,OFF-ST-10002233,Office Supplies,Storage,"Smead Trays, Single Width",32.34
2938,OFF-PA-10000878,Office Supplies,Paper,"SanDisk Note Cards, Multicolor",33.96
2940,TEC-PH-10000437,Technology,Phones,"Cisco Signal Booster, VoIP",151.92
2942,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10.64
2943,OFF-PA-10002396,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",17.88
2945,OFF-PA-10001371,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11",30.48
2946,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% RÈsumÈ Paper, 24lb.",7.78
2947,OFF-BI-10001362,Office Supplies,Binders,"Avery Binder, Clear",8.24
2948,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,4.98
2950,OFF-BI-10003653,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",19.58
2951,OFF-BI-10000267,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",6.45
2955,OFF-AR-10000066,Office Supplies,Art,"Sanford Pens, Blue",11.1
2956,OFF-BI-10002301,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",5.34
2957,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,4.28
2958,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28
2959,OFF-BI-10003152,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",4.77
2960,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95
2961,OFF-AP-10000717,Office Supplies,Appliances,"Hoover Microwave, Black",308.07
2963,FUR-BO-10003028,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",169.2
2964,FUR-CH-10000602,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",460.2
2966,FUR-BO-10000684,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",147.3
2967,FUR-BAR-10003576,Furniture,Tables,"Barricks Training Table, with Bottom Storage",318.3
2968,OFF-PA-10000951,Office Supplies,Paper,"Enermax Note Cards, Multicolor",32.64
2969,FUR-FU-10002250,Furniture,Furnishings,"Advantus Photo Frame, Durable",50.01
2970,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,140.98
2971,OFF-AR-10000502,Office Supplies,Art,"BIC Highlighters, Easy-Erase",19.2
2972,OFF-ST-10003858,Office Supplies,Storage,"Fellowes File Cart, Single Width",91.56
2974,OFF-PA-10001844,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",24.72
2977,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",22.84
2978,OFF-AR-10002400,Office Supplies,Art,"Boston Highlighters, Water Color",22.05
2980,OFF-FA-10001551,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",12.57
2982,OFF-BI-10002080,Office Supplies,Binders,"Acco Binder, Clear",9.74
2983,OFF-LA-10003327,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",5.84
2984,OFF-LA-10000483,Office Supplies,Labels,"Harbour Creations Shipping Labels, Alphabetical",11.28
2986,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,18.99
2987,OFF-LA-10002633,Office Supplies,Labels,"Novimex Shipping Labels, Laser Printer Compatible",10.98
2988,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48
2989,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",5.68
2990,OFF-LA-10002895,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible",7.56
2991,FUR-CH-10004255,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",461.43
2992,OFF-ST-10003741,Office Supplies,Storage,"Smead Lockers, Blue",132.28
2993,FUR-BO-10002214,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",112.9
2995,TEC-CO-10001895,Technology,Copiers,"Sharp Wireless Fax, Color",357.36
2996,TEC-PH-10002755,Technology,Phones,"Apple Headset, VoIP",48.9
2997,OFF-AR-10003613,Office Supplies,Art,"Sanford Canvas, Easy-Erase",50.79
2998,FUR-TA-10001693,Furniture,Tables,"Bevis Training Table, with Bottom Storage",334.98
3000,FUR-FU-10001096,Furniture,Furnishings,"Advantus Clock, Black",51.39
3002,FUR-SAF-10003540,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",196.2
3003,OFF-EN-10000128,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Set of 50",47.82
3004,OFF-ST-10003446,Office Supplies,Storage,"Smead Trays, Single Width",48.51
3005,FUR-FU-10000256,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",51.81
3006,OFF-AP-10000569,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black",46.6
3008,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94
3009,OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",8.07
3010,OFF-BI-10001833,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",7.35
3011,OFF-BI-10004334,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",5.91
3012,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89
3013,TEC-HEW-10000930,Technology,Copiers,"Hewlett Ink, Digital",148.32
3014,TEC-SAM-10000765,Technology,Phones,"Samsung Signal Booster, Full Size",137.88
3015,TEC-CO-10001040,Technology,Copiers,"Canon Personal Copier, Laser",95.16
3017,OFF-FIS-10000063,Office Supplies,Supplies,"Fiskars Box Cutter, Easy Grip",37.14
3018,OFF-ROG-10003993,Office Supplies,Storage,"Rogers File Cart, Single Width",141.63
3019,OFF-BI-10001659,Office Supplies,Binders,"Cardinal Index Tab, Clear",7.26
3020,FUR-ADV-10004718,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack",20.13
3021,TEC-MOT-10003348,Technology,Phones,"Motorola Smart Phone, Full Size",642.69
3024,TEC-AC-10002455,Technology,Accessories,"Logitech Flash Drive, Programmable",32.01
3027,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",48.92
3028,FUR-FU-10001617,Furniture,Furnishings,"Eldon Frame, Black",77.5
3031,OFF-AR-10004772,Office Supplies,Art,"Boston Highlighters, Fluorescent",13.42
3032,FUR-FU-10000885,Furniture,Furnishings,"Eldon Light Bulb, Durable",14.82
3033,OFF-SU-10003582,Office Supplies,Supplies,"Elite Scissors, High Speed",15.02
3034,OFF-AR-10002991,Office Supplies,Art,"Binney & Smith Markers, Blue",24.09
3035,OFF-JIF-10004450,Office Supplies,Envelopes,"Jiffy Mailers, Recycled",35.97
3036,TEC-PH-10004237,Technology,Phones,"Nokia Office Telephone, with Caller ID",43.42
3037,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,4.98
3038,OFF-LA-10002319,Office Supplies,Labels,"Smead Legal Exhibit Labels, Laser Printer Compatible",11.1
3039,OFF-BI-10003503,Office Supplies,Binders,"Cardinal Index Tab, Economy",5.84
3040,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,2.18
3041,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,2.66
3042,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,2.08
3043,OFF-BI-10002062,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",4.44
3045,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,157.99
3047,OFF-ST-10004608,Office Supplies,Storage,"Smead Shelving, Industrial",49.41
3048,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,59.99
3049,TEC-PH-10003927,Technology,Phones,"Cisco Signal Booster, Full Size",153.12
3051,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24
3052,TEC-AC-10004586,Technology,Accessories,"Belkin Flash Drive, Bluetooth",41.94
3053,TEC-PH-10001575,Technology,Phones,"Samsung Office Telephone, VoIP",43.54
3054,OFF-ST-10000028,Office Supplies,Storage,"Rogers Shelving, Blue",41.42
3055,OFF-AR-10000719,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",21.42
3056,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,65.99
3058,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,12.44
3059,OFF-BOS-10002073,Office Supplies,Art,"Boston Canvas, Water Color",56.82
3060,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48
3061,OFF-LA-10000508,Office Supplies,Labels,"Harbour Creations Round Labels, 5000 Label Set",7.14
3062,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88
3068,FUR-BO-10004529,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",168.03
3069,OFF-PA-10004145,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",24.51
3070,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,58.1
3071,FUR-BO-10001387,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",196.74
3072,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small†Office Telephone†- Titanium,125.99
3073,OFF-ST-10001562,Office Supplies,Storage,"Fellowes Box, Industrial",20.16
3074,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29
3075,OFF-FA-10001435,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",11.14
3076,OFF-SU-10001886,Office Supplies,Supplies,"Acme Box Cutter, Serrated",34.5
3077,OFF-FA-10002506,Office Supplies,Fasteners,"OIC Rubber Bands, 12 Pack",16.5
3078,OFF-AR-10001813,Office Supplies,Art,"Stanley Markers, Fluorescent",15.64
3079,OFF-AP-10003177,Office Supplies,Appliances,"Hamilton Beach Toaster, White",55.65
3080,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32
3083,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32
3084,OFF-LA-10001299,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",7.02
3087,OFF-AP-10004113,Office Supplies,Appliances,"Cuisinart Toaster, White",34.4
3088,OFF-JIF-10004822,Office Supplies,Envelopes,"Jiffy Mailers, Security-Tint",39.57
3090,FUR-FU-10004888,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",14.84
3091,FUR-CH-10002555,Furniture,Chairs,"Novimex Rocking Chair, Black",86.0
3093,OFF-FA-10003659,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes",7.66
3097,FUR-ADV-10001659,Furniture,Furnishings,"Advantus Light Bulb, Durable",17.1
3098,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,179.99
3100,FUR-CH-10001871,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Set of Two",100.14
3102,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,284.98
3104,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,54.95
3106,OFF-ROG-10003898,Office Supplies,Storage,"Rogers Lockers, Single Width",211.65
3107,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,65.99
3109,TEC-CO-10004468,Technology,Copiers,"Canon Copy Machine, Digital",174.52
3111,TEC-PH-10000297,Technology,Phones,"Apple Office Telephone, with Caller ID",65.28
3114,OFF-EN-10003463,Office Supplies,Envelopes,"Jiffy Peel and Seal, Recycled",18.81
3115,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,12.28
3116,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,6.48
3117,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,4.57
3119,OFF-LA-10001701,Office Supplies,Labels,"Novimex File Folder Labels, Adjustable",4.1
3120,TEC-HEW-10003829,Technology,Copiers,"Hewlett Wireless Fax, High-Speed",378.39
3121,TEC-CO-10000794,Technology,Copiers,"Hewlett Wireless Fax, High-Speed",378.39
3122,OFF-AR-10003066,Office Supplies,Art,"Sanford Markers, Water Color",26.43
3123,OFF-BI-10000341,Office Supplies,Binders,"Ibico Binding Machine, Recycled",51.78
3124,TEC-APP-10003588,Technology,Phones,"Apple Signal Booster, with Caller ID",136.65
3126,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34
3127,FUR-CH-10002224,Furniture,Chairs,"Hon Rocking Chair, Set of Two",132.87
3128,TEC-PH-10000990,Technology,Phones,"Cisco Signal Booster, with Caller ID",101.22
3129,FUR-CH-10002940,Furniture,Chairs,"Harbour Creations Chairmat, Black",69.57
3130,OFF-AR-10000799,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",16.02
3131,OFF-PA-10004498,Office Supplies,Paper,"Enermax Memo Slips, Multicolor",17.07
3132,OFF-BOS-10002558,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",30.21
3134,TEC-MA-10000776,Technology,Machines,"Okidata Calculator, Wireless",52.29
3136,TEC-AC-10001055,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",38.22
3137,OFF-SU-10004814,Office Supplies,Supplies,"Fiskars Shears, High Speed",47.64
3141,OFF-ST-10003956,Office Supplies,Storage,"Rogers Trays, Single Width",61.71
3143,OFF-HON-10000934,Office Supplies,Labels,"Hon Legal Exhibit Labels, Laser Printer Compatible",10.86
3145,OFF-BOS-10001348,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",32.13
3148,OFF-BI-10001253,Office Supplies,Binders,"Acco Binder Covers, Recycled",13.68
3149,TEC-MA-10003326,Technology,Machines,"StarTech Calculator, Durable",40.08
3152,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",11.48
3153,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97
3154,OFF-EN-10003559,Office Supplies,Envelopes,"Jiffy Clasp Envelope, with clear poly window",8.04
3156,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35
3159,OFF-LA-10004114,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical",8.94
3160,TEC-CO-10002658,Technology,Copiers,"Hewlett Ink, Laser",148.68
3163,OFF-ELD-10002207,Office Supplies,Storage,"Eldon Folders, Single Width",17.01
3164,OFF-STI-10004202,Office Supplies,Supplies,"Stiletto Scissors, Steel",23.01
3165,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",42.65
3168,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,270.98
3169,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,69.0
3170,TEC-AC-10003857,Technology,Accessories,"Memorex Keyboard, Programmable",48.56
3171,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,83.93
3172,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,176.19
3174,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,7.98
3175,OFF-BI-10000325,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",7.7
3176,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,5.77
3177,OFF-LA-10003591,Office Supplies,Labels,"Smead Removable Labels, Laser Printer Compatible",10.32
3178,OFF-ELI-10000711,Office Supplies,Supplies,"Elite Scissors, Serrated",19.23
3179,OFF-FA-10000581,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",13.65
3181,OFF-KLE-10002118,Office Supplies,Supplies,"Kleencut Ruler, Serrated",10.26
3182,OFF-BI-10002289,Office Supplies,Binders,"Ibico Binder, Economy",15.48
3184,OFF-ACC-10004364,Office Supplies,Fasteners,"Accos Push Pins, Bulk Pack",14.52
3186,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,2.23
3189,TEC-PH-10004057,Technology,Phones,"Motorola Smart Phone, with Caller ID",430.36
3190,FUR-CH-10003861,Furniture,Chairs,"Novimex Rocking Chair, Set of Two",133.68
3191,OFF-ST-10001638,Office Supplies,Storage,"Tenex File Cart, Single Width",134.61
3192,TEC-AC-10001348,Technology,Accessories,"Logitech Router, Bluetooth",247.32
3193,TEC-CO-10001787,Technology,Copiers,"HP Fax and Copier, Laser",172.89
3194,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99
3195,TEC-CO-10001087,Technology,Copiers,"Hewlett Ink, Laser",99.12
3199,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",110.98
3200,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",150.98
3201,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98
3202,TEC-MA-10000240,Technology,Machines,"Okidata Inkjet, Wireless",209.4
3205,TEC-CO-10001501,Technology,Copiers,"Canon Fax and Copier, Laser",191.34
3206,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,55.98
3207,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,30.98
3208,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),349.99
3209,FUR-BO-10002250,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",114.58
3210,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique†Telephone†ZL1810,100.49
3211,OFF-EN-10003537,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Set of 50",27.39
3212,TEC-CO-10001580,Technology,Copiers,"HP Ink, Digital",85.56
3213,FUR-TEN-10002448,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",22.26
3214,TEC-AC-10000335,Technology,Accessories,"Belkin Router, Programmable",173.5
3215,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,140.81
3216,OFF-HON-10000172,Office Supplies,Labels,"Hon File Folder Labels, Alphabetical",8.46
3217,OFF-BI-10001895,Office Supplies,Binders,"Ibico Binding Machine, Economy",34.28
3219,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,92.8
3220,OFF-ST-10002176,Office Supplies,Storage,"Smead File Cart, Single Width",85.62
