product_id,product_name,category_id,category_name,second_category_id,second_category_name,third_category_id,third_category_name,unit_price
3j7W4lURlAwE,"Ibico Binding Machine, Clear",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,yqnCMUrXSiN3,Pocket Binders,50.88
3TQ9cicXAMHs,"Hon Shipping Labels, Adjustable",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,9.27
8mPoZMlzRoJJ,"Sanford Highlighters, Water Color",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,8rDeNB23qEHt,Chalk,12.62
HXX5hz6TcssU,Xerox 1932,O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,gi9OHivrGpvA,Large Quantity Paper,35.44
wf8IZCpj0m9q,"Stanley Highlighters, Blue",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,14.7
qDQ7TaQRtWuT,Avery Personal Creations Heavyweight Cards,O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,qqzbBdEGx2q0,Colored Paper,11.54
vXI8jKuNtsnu,"Advantus Paper Clips, Assorted Sizes",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,3u6ZiMAsyzWf,Clips & Fasteners,9.3
4Ca5tQXVzRHd,"Boston Highlighters, Blue",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,12.58
9YV4j5gsaDj2,"Accos Rubber Bands, Metal",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,3u6ZiMAsyzWf,Clips & Fasteners,16.8
IprKiaXu6aFU,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,1nVFuigFYNMQ,Shipping,11.34
eMIXILTglLAa,"Stockwell Staples, Assorted Sizes",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,uQ4KU2vUp8RA,Hook and Loop Fasteners,8.25
xeDKg8Mae8Wd,"Smead Color Coded Labels, Laser Printer Compatible",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,8.7
WeWXpdnBMrkj,Newell 326,O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,8rDeNB23qEHt,Chalk,1.76
rczuX6EvrcRW,"Breville Refrigerator, Silver",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",520.08
J7NrqSjEk4ek,"Dual Level, Single-Width Filing Carts",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,gm6nCZ8aVa3g,File Storage,155.06
GcOIoRmMAmn3,"Cuisinart Blender, White",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",43.42
UTLAby3yNEOQ,"Elite Shears, Serrated",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,Oj06cWFVJmoH,Decorative Tapes,29.14
8wbiwkNb4gWJ,"Cardinal Binding Machine, Economy",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,49.77
q3Ko9rr45EZK,"BIC Markers, Blue",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,8rDeNB23qEHt,Chalk,17.62
bZQ0rBfPBqOt,"Cuisinart Coffee Grinder, Black",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",25.36
3sBYHLjiTqPp,"Novimex Color Coded Labels, 5000 Label Set",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,12.81
B2vo6k9QT297,"Enermax Message Books, 8.5 x 11",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,26.64
XGqYdIib67EL,"Fiskars Box Cutter, High Speed",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,21WujeVWiMhJ,Scissors,35.52
7uz7FXZ5mtCc,"Enermax Parchment Paper, Premium",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,15.39
yD21axhWU6ES,"Smead File Folder Labels, Adjustable",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,1nVFuigFYNMQ,Shipping,4.52
hiKXqmczuZ0f,"Kraft Clasp Envelope, Security-Tint",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,HE4b01TkSJ1p,Security,7.6
N5f4RlK8GNzT,"Wilson Jones Hole Reinforcements, Durable",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,yqnCMUrXSiN3,Pocket Binders,4.02
BDumq5Zb9biG,"Acco Index Tab, Clear",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,38rg4WcUvmop,Mini Binders,8.58
FFLD5EoUKOgW,"Eaton Message Books, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,gi9OHivrGpvA,Large Quantity Paper,21.99
h23veATbloTJ,"Stockwell Clamps, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,3u6ZiMAsyzWf,Clips & Fasteners,19.23
eriOnS9NGzi0,"Accos Clamps, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,rQn4fOmbQYV6,Classification Folders,19.38
BI2QV5kNu83Y,"Rogers Jumbo File, Granite",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,13.58
lO6J34f0XQXt,"Cuisinart Toaster, Red",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",53.46
zKpTMx90nVbw,"Fellowes Shelving, Blue",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,gm6nCZ8aVa3g,File Storage,57.84
HDVQBMUulHch,"Eaton Parchment Paper, Premium",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,gi9OHivrGpvA,Large Quantity Paper,13.47
kXX2uGkN5bvP,Xerox 1962,O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,qqzbBdEGx2q0,Colored Paper,4.28
onNV5A6rxaHT,Xerox 1953,O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,MXZvWPGkLDmv,Photo Paper,4.28
t4b1DzISLuUu,"Boston Sketch Pad, Fluorescent",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,33.24
FGJtIWhRmj3k,"Jiffy Mailers, Set of 50",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,Hcw7hKx4Duob,Business,24.78
81viHEYJedUc,"Wilson Jones 3-Hole Punch, Clear",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,yqnCMUrXSiN3,Pocket Binders,27.45
k9dWEeJyfZwx,"Stockwell Clamps, Assorted Sizes",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,rQn4fOmbQYV6,Classification Folders,10.86
941Hzo7fJ2HV,"Kleencut Ruler, High Speed",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,AABy1Yj6edjQ,Glue & Glue Sticks,9.04
CKSDw2bwQtlY,"Rogers Trays, Blue",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,61.68
1vwHQuLLk7W7,"Advantus Push Pins, Metal",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,3u6ZiMAsyzWf,Clips & Fasteners,9.7
Us93Pz8FjKSG,"Wilson Jones Binder, Recycled",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,8.92
VFSEfpv3XDLh,"Wilson Jones Index Tab, Economy",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,yqnCMUrXSiN3,Pocket Binders,6.45
CJXi7bDuddXG,"Kraft Mailers, Recycled",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,Hcw7hKx4Duob,Business,36.45
ruyVMBuejTTX,"Acme Scissors, Serrated",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,AABy1Yj6edjQ,Glue & Glue Sticks,22.14
xrimWPAUqCco,"OIC Paper Clips, Metal",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,rQn4fOmbQYV6,Classification Folders,14.55
jKZHKpztJjrT,"Acme Trimmer, Serrated",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,AABy1Yj6edjQ,Glue & Glue Sticks,41.28
V6pqfYP9WYXX,"OIC Staples, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,3u6ZiMAsyzWf,Clips & Fasteners,11.34
6zzONYaTML9o,"Elite Scissors, Serrated",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,Oj06cWFVJmoH,Decorative Tapes,19.23
mEZwtDAxwejX,"Breville Toaster, Red",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",76.71
eesdOKGa5FYy,"BIC Canvas, Water Color",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,8rDeNB23qEHt,Chalk,56.88
nhgOouYyn2kb,"Fellowes Box, Blue",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,gm6nCZ8aVa3g,File Storage,19.68
AoHitl1t9epT,"Acme Scissors, High Speed",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,Oj06cWFVJmoH,Decorative Tapes,25.44
on2BstBtTuOc,"Acco Binder Covers, Recycled",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,9.12
AVDcnxb4fnts,"Hamilton Beach Coffee Grinder, Silver",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",28.94
ffp2oKaU5JZ6,"Smead Shelving, Industrial",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,49.41
pe1CRQDRxMID,HP Office Recycled Paper (20Lb. and 87 Bright),O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,5.78
CvpPJcGstDMG,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,yUwxpiq70mhM,Catalog,27.18
je3dudbcUkFu,Avery 520,O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,3.15
iuf39KAK6DKI,"SanDisk Memo Slips, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,12.26
ZSEG0kQCNlyx,4009 Highlighters by Sanford,O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,3.98
7Y4B1PTp4t3C,"Kleencut Letter Opener, Easy Grip",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,21WujeVWiMhJ,Scissors,27.06
dHzaeAM0PdH6,"Acco 3-Hole Punch, Economy",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,yqnCMUrXSiN3,Pocket Binders,30.12
lpQF0xtV6Kjj,"Sanford Canvas, Easy-Erase",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,sEghhe5Z1x5Z,Drawing Ink,50.79
FjJCZRfhizQJ,"Tenex Folders, Blue",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,15.48
qRxwnfKEPAeS,"Accos Thumb Tacks, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,rQn4fOmbQYV6,Classification Folders,9.12
yPqbSxblbaN3,"OIC Clamps, Metal",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,uQ4KU2vUp8RA,Hook and Loop Fasteners,19.89
SbDGMX8EsMxB,"Hon Round Labels, Laser Printer Compatible",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,4.44
opibMVsIVCmK,"Stanley Pens, Water Color",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,sEghhe5Z1x5Z,Drawing Ink,8.82
ULqBwOI55l8l,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,HE4b01TkSJ1p,Security,39.98
JYVvoxJbLF87,"Cuisinart Blender, Red",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",44.66
hb54AP7WrBG1,"Eaton Computer Printout Paper, 8.5 x 11",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,20.46
DJgkidXiknxb,"Eaton Computer Printout Paper, 8.5 x 11",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,20.46
wZhljFHcNLDs,"Hon Legal Exhibit Labels, Alphabetical",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,10.68
cw9EuVBnIlm4,"SanDisk Cards & Envelopes, 8.5 x 11",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,35.04
pI1oWzMBSiJY,"Elite Letter Opener, High Speed",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,21WujeVWiMhJ,Scissors,17.8
4L6IgJXDd2uD,"GlobeWeis Clasp Envelope, Set of 50",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,yUwxpiq70mhM,Catalog,9.9
F06uB7T6iIZB,"GlobeWeis Clasp Envelope, Set of 50",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,HE4b01TkSJ1p,Security,9.9
4K1TCwD7NUXx,Staples,O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,yUwxpiq70mhM,Catalog,7.78
V4mPBgtfHBtv,"Smead Color Coded Labels, Adjustable",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,7.3
VqNwRFsh3Zaq,"OIC Paper Clips, 12 Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,rQn4fOmbQYV6,Classification Folders,13.86
6i14a3n1x3yl,"Smead File Cart, Single Width",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,gm6nCZ8aVa3g,File Storage,128.43
Mzu6JK2kLpN6,"Fellowes File Cart, Single Width",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,137.34
TxtpKKbF1q6G,"Elite Box Cutter, High Speed",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,21WujeVWiMhJ,Scissors,34.89
EevfpsR5s5WY,"Harbour Creations Shipping Labels, Adjustable",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,1nVFuigFYNMQ,Shipping,9.36
4GfrbjcUUOMV,"SanDisk Note Cards, 8.5 x 11",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,gi9OHivrGpvA,Large Quantity Paper,29.73
W1TY1J52DhsT,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,9.11
Dhds21atIKYk,Xerox 1930,O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,gi9OHivrGpvA,Large Quantity Paper,6.48
sntbtekSLAV6,Recycled Premium Regency Composition Covers,O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,15.28
UukKeai9vunL,"Xerox Note Cards, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,27.78
OvwXeOKGQabY,"Stockwell Thumb Tacks, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,3u6ZiMAsyzWf,Clips & Fasteners,13.14
Ate9ls2HJPHW,Staples,O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,3u6ZiMAsyzWf,Clips & Fasteners,3.93
Tck2kuOgtQU5,Newell 311,O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,2.21
c9nDNNgQjjKQ,"Hoover Toaster, Black",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",83.07
rMXorAfm2WTV,"SanDisk Message Books, Recycled",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,gi9OHivrGpvA,Large Quantity Paper,23.73
tQv7tasCDW6j,"Avery Round Labels, Adjustable",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,1nVFuigFYNMQ,Shipping,5.04
ZcuqWlIUFUD4,"Acco Binder, Recycled",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,yqnCMUrXSiN3,Pocket Binders,15.51
4rRZtk7guC8m,"Smead Lockers, Blue",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,jS5eFcAuwcyS,File Folders,198.42
bofkTsQ0sYlS,"Boston Markers, Water Color",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,19.7
4RPZIA1SpWI6,"Green Bar Cards & Envelopes, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,33.2
TxGlWI1Vh5P6,"OIC Push Pins, Assorted Sizes",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,uQ4KU2vUp8RA,Hook and Loop Fasteners,8.24
VTUMbLAUjmfS,"Eldon Box, Industrial",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,7.16
DONVeosyCiMC,"Hamilton Beach Stove, White",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",540.48
G2lz3pKxLJzM,"Kraft Interoffice Envelope, with clear poly window",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,yUwxpiq70mhM,Catalog,33.64
oMyyXAQ2US0E,"Eaton Message Books, Premium",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,20.58
jHfbKMruRlCM,"Ibico 3-Hole Punch, Recycled",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,30.81
lT7MhP2LlXCN,"Fiskars Letter Opener, High Speed",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,Oj06cWFVJmoH,Decorative Tapes,27.33
kmgAAoGrgR2A,"Smead Folders, Wire Frame",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,11.04
QYZK6fK3OJv1,"Jiffy Peel and Seal, Set of 50",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,HE4b01TkSJ1p,Security,20.01
x6x1HRLUP3gZ,"Stockwell Paper Clips, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,uQ4KU2vUp8RA,Hook and Loop Fasteners,14.01
xZzRoKnyhhsU,"Novimex File Folder Labels, Adjustable",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,1nVFuigFYNMQ,Shipping,6.15
ZS909i648nuy,"Stanley Sketch Pad, Water Color",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,47.61
jPU6Yb1dCd4N,"Smead Lockers, Single Width",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,gm6nCZ8aVa3g,File Storage,198.45
0Fk2MZio4K6B,"Cameo Peel and Seal, Security-Tint",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,HE4b01TkSJ1p,Security,23.4
CpF2IZRFd4fy,"Xerox Cards & Envelopes, Premium",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,MXZvWPGkLDmv,Photo Paper,44.97
8imrIL2XelMQ,"GlobeWeis Interoffice Envelope, Security-Tint",O8xD8rO2X816,Office Supplies,ZxKkOmS8NOKD,Envelopes,HE4b01TkSJ1p,Security,33.48
tMpH06qqmZuo,"Acco Binder Covers, Recycled",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,13.68
FqOzovSjlwbQ,"Ibico Index Tab, Clear",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,38rg4WcUvmop,Mini Binders,8.91
nkDan2VvNtcd,"Avery Round Labels, Laser Printer Compatible",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,7.14
7CBgCR7znDJ2,"Binney & Smith Sketch Pad, Easy-Erase",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,31.06
Bt44DkLIhf4n,"Eaton Note Cards, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,gi9OHivrGpvA,Large Quantity Paper,20.48
d8dE4yYmEtzI,"Ibico 3-Hole Punch, Recycled",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,30.81
0nFLaXkNC7Nr,"Fiskars Scissors, Easy Grip",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,Oj06cWFVJmoH,Decorative Tapes,24.78
yzadu20YApwv,"Eldon Folders, Industrial",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,jS5eFcAuwcyS,File Folders,17.46
K8KRcwZrfRDk,"Boston Markers, Fluorescent",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,8rDeNB23qEHt,Chalk,18.42
Z9YkYVJQA26O,"SanDisk Parchment Paper, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,qqzbBdEGx2q0,Colored Paper,18.12
EaO4tXdu8Vuh,"Xerox Note Cards, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,qqzbBdEGx2q0,Colored Paper,18.52
R1f3kEyTR0oK,"Eldon Folders, Single Width",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,jS5eFcAuwcyS,File Folders,11.34
CYEF3p2cH3g0,Xerox 1899,O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,5.78
dSCwxXj0Sedz,"Accos Thumb Tacks, 12 Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,uQ4KU2vUp8RA,Hook and Loop Fasteners,8.74
8B8bEeJOH2z3,Xerox 212,O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,6.48
E3fkxBJpv1Lb,"Advantus Push Pins, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,rQn4fOmbQYV6,Classification Folders,9.62
Cy7soPhQ9G4S,"Eldon Box, Blue",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,gm6nCZ8aVa3g,File Storage,6.84
hD110i3x4ycu,"Stockwell Clamps, Bulk Pack",O8xD8rO2X816,Office Supplies,C4AwzJFyQqMN,Fasteners,rQn4fOmbQYV6,Classification Folders,12.56
pkClsBBbNFM5,"Smead Lockers, Industrial",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,jS5eFcAuwcyS,File Folders,198.9
1t5A6meAsD6G,"Elite Trimmer, Steel",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,Oj06cWFVJmoH,Decorative Tapes,41.07
1tjZA1PPNhtm,"Hoover Microwave, Silver",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",309.39
cbMJMlLZEbaC,"Kleencut Scissors, High Speed",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,AABy1Yj6edjQ,Glue & Glue Sticks,22.29
MskeyAEb71Ag,"Fellowes Folders, Single Width",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,jS5eFcAuwcyS,File Folders,26.43
Ow3FgCilc74d,"Acme Box Cutter, Steel",O8xD8rO2X816,Office Supplies,KVraCWQHdXOj,Supplies,Oj06cWFVJmoH,Decorative Tapes,24.8
w08ybGWhGDY6,"Stanley Pens, Blue",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,10.05
GwfOk1Zxk67w,"Cardinal Binder Covers, Recycled",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,38rg4WcUvmop,Mini Binders,8.24
Dg7SA6ErsaTE,"Xerox Cards & Envelopes, 8.5 x 11",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,49.11
VZXVF2zEc9z8,"Green Bar Cards & Envelopes, 8.5 x 11",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,52.53
VFj4TVZlaYAi,"Hoover Blender, White",O8xD8rO2X816,Office Supplies,hwpWTtn7Tl5o,Appliances,LoI4lmPulhq4,"Coffee, Water & Snacks",97.92
6OtpzqTg5Eco,"Enermax Cards & Envelopes, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,0V6sLr6aGtuU,Copy & Printer Paper,48.51
jenvXsUs0ZtL,"Novimex Color Coded Labels, Laser Printer Compatible",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,12.42
wWHs15fdsuz3,"Eaton Message Books, Multicolor",O8xD8rO2X816,Office Supplies,WtzhL5cVilg6,Paper,MXZvWPGkLDmv,Photo Paper,21.99
4vz9rufLl2uN,"Rogers File Cart, Industrial",O8xD8rO2X816,Office Supplies,e5a2vp9Bpczy,Storage,cGAY8PSjSybf,Storage Bins & Boxes,94.4
xNFQTKmwKWwz,"Ibico 3-Hole Punch, Economy",O8xD8rO2X816,Office Supplies,N5ccdFcsnltk,Binders,gCtco1vmTVuQ,A4 Binders,20.3
Wvecq3zaN6vi,"Sanford Pencil Sharpener, Water Color",O8xD8rO2X816,Office Supplies,iqGEIzIl1stw,Art,Tt8AQ7EawiV5,Oil Paints,26.1
tDlsNgWkmaCS,"Hon Legal Exhibit Labels, Laser Printer Compatible",O8xD8rO2X816,Office Supplies,oCfS4bvy1LsH,Labels,SZidrffddp2x,Address,10.86
